userId,anonymousId,sessionId,browser,country,timestamp,qty,amount
426,Chrome426__0.487125603062176,0.9086874239842735,Chrome,UK,2023-04-07 09:25:03,9,73
874,Edge874__0.9746673790466516,0.043901902931803516,Edge,US,2023-04-07 10:10:04,2,6
776,Firefox776__0.20765754259935454,0.7946688389488112,Firefox,UK,2023-04-07 11:17:54,2,18
836,Opera836__0.6485593422196971,0.45950854883140213,Opera,UK,2023-04-07 12:30:17,2,\N
502,Safari502__0.9462706755950596,0.7941264567051207,Safari,US,2023-04-07 13:30:47,7,42
51,Chrome51__0.917859078389853,0.3445955253822788,Chrome,US,2023-04-07 14:06:46,4,12
116,Chrome116__0.8918876784328444,0.5211154429195353,Chrome,UK,2023-04-07 14:28:08,3,30
865,Edge865__0.1932448336243513,0.5669581344755656,Edge,US,2023-04-07 14:50:15,1,6
203,Chrome203__0.2209196680985126,0.2773044180392801,Chrome,US,2023-04-07 15:01:08,10,\N
717,Chrome717__0.07973995584106475,0.8359802191758017,Chrome,UK,2023-04-07 15:30:14,2,6
1000,Chrome1000__0.35815490204800327,0.4314810667132738,Chrome,US,2023-04-07 15:31:02,5,5
792,Safari792__0.7933261799343312,0.3388401657015736,Safari,US,2023-04-07 15:37:53,4,\N
900,Chrome900__0.19971445522957465,0.9449781445711591,Chrome,US,2023-04-07 16:27:04,7,42
354,Chrome354__0.7068769372898787,0.9756330811295093,Chrome,US,2023-04-07 16:38:44,7,56
665,Samsung Internet665__0.5826105303193743,0.048802362847688574,Samsung Internet,US,2023-04-07 17:06:19,3,\N
440,Edge440__0.46199484007816927,0.518598109771657,Edge,US,2023-04-07 17:07:35,4,38
28,Chrome28__0.0614718767416651,0.020297717534454307,Chrome,CA,2023-04-07 17:41:31,3,12
815,Samsung Internet815__0.1456687589471093,0.8460830617253696,Samsung Internet,US,2023-04-07 18:01:23,6,60
21,Safari21__0.3568523551607705,0.648487259271578,Safari,US,2023-04-07 18:03:27,2,2
809,Chrome809__0.32189794147553585,0.864030865748223,Chrome,AU,2023-04-07 18:23:18,3,\N
408,Safari408__0.7645775496170488,0.7809677954957361,Safari,CA,2023-04-07 18:43:35,2,4
1020,Chrome1020__0.5357433373612115,0.6408233270972732,Chrome,US,2023-04-08 07:35:12,11,68
912,Samsung Internet912__0.4306359205025432,0.2978226492264464,Samsung Internet,US,2023-04-08 07:41:20,4,\N
1120,Chrome1120__0.05217610957903185,0.7397770912288271,Chrome,US,2023-04-08 07:48:51,4,20
1140,Safari1140__0.20126171586565977,0.7681693308271618,Safari,US,2023-04-08 08:05:18,1,4
141,Safari141__0.6761216351900348,0.3280942237592499,Safari,US,2023-04-08 08:15:08,2,8
591,Samsung Internet591__0.7303548927382029,0.5527373239128961,Samsung Internet,US,2023-04-08 08:40:48,6,42
428,Chrome428__0.6506803392618212,0.14447101274587038,Chrome,CA,2023-04-08 08:43:45,2,16
1015,Chrome1015__0.5732318923256572,0.4229940383309645,Chrome,US,2023-04-08 09:05:54,2,2
1094,Safari1094__0.9212296036537706,0.6040885790433912,Safari,US,2023-04-08 09:21:48,12,17
344,Chrome344__0.553296352941645,0.2678382359802123,Chrome,US,2023-04-08 09:36:12,6,48
501,Chrome501__0.061849390483269095,0.16309148539154728,Chrome,US,2023-04-08 09:43:20,6,48
335,Safari335__0.5724914492291557,0.7470627948244641,Safari,US,2023-04-08 10:30:18,8,71
157,Chrome157__0.38680170866963803,0.5261891796991494,Chrome,UK,2023-04-08 10:38:10,6,54
610,Chrome610__0.2715953749954345,0.2899534256475289,Chrome,US,2023-04-08 10:44:58,3,30
387,Chrome387__0.5290871552289123,0.9934086819858166,Chrome,UK,2023-04-08 11:38:45,4,\N
33,Chrome33__0.9381427376725926,0.40778398333099775,Chrome,US,2023-04-08 12:31:50,1,6
400,Chrome400__0.43963931406475343,0.18617754158041921,Chrome,US,2023-04-08 13:38:05,3,27
1043,Chrome1043__0.5992757569710148,0.5023393501971496,Chrome,US,2023-04-08 14:04:32,7,28
1038,Safari1038__0.10692460653237168,0.022537565345447375,Safari,CA,2023-04-08 14:05:10,3,24
231,Opera231__0.12359763532372359,0.21840223665107672,Opera,US,2023-04-08 14:24:20,1,6
773,Chrome773__0.203016709483548,0.39287815829045925,Chrome,US,2023-04-08 14:24:36,3,21
712,Chrome712__0.47721433014173464,0.7670170117292332,Chrome,US,2023-04-08 14:26:49,13,108
230,Chrome230__0.3280841669608592,0.4588961306376531,Chrome,US,2023-04-08 14:36:40,1,8
65,Opera65__0.2689070800201938,0.07635382978291894,Opera,US,2023-04-08 16:35:49,3,27
740,Safari740__0.5519247477651392,0.6842581393017315,Safari,US,2023-04-08 17:18:34,5,50
985,Safari985__0.8311512435267749,0.15428888030275312,Safari,US,2023-04-08 17:23:10,4,20
450,Samsung Internet450__0.2529219594525174,0.019381894360659624,Samsung Internet,US,2023-04-08 17:47:22,6,30
353,Chrome353__0.6205531525794326,0.8249413941726014,Chrome,US,2023-04-08 18:22:40,1,7
761,Chrome761__0.7086101172828951,0.5847359904325458,Chrome,US,2023-04-08 18:49:07,12,61
857,Samsung Internet857__0.9251530245500652,0.27365224353291384,Samsung Internet,UK,2023-04-09 07:42:58,4,32
1284,Chrome1284__0.8336604040259512,0.5973450059006276,Chrome,US,2023-04-09 08:02:50,4,\N
635,Chrome635__0.9582389016505393,0.8118175262082854,Chrome,US,2023-04-09 09:23:08,5,30
704,Chrome704__0.1688354369212719,0.8300670787549587,Chrome,US,2023-04-09 10:03:11,9,60
1172,Safari1172__0.7841110211239422,0.31264660119231547,Safari,US,2023-04-09 10:18:06,8,47
671,Chrome671__0.8459353400904173,0.9181069086830018,Chrome,US,2023-04-09 10:30:01,2,\N
729,Chrome729__0.6995744931438466,0.8551796601069261,Chrome,AU,2023-04-09 11:09:24,7,49
248,Chrome248__0.6853594255965478,0.15068214539140756,Chrome,CA,2023-04-09 11:23:08,2,12
785,Chrome785__0.1250485901017646,0.27766172069944317,Chrome,US,2023-04-09 11:30:53,4,24
296,Chrome296__0.684638884039533,0.5248741173206648,Chrome,UK,2023-04-09 11:32:48,6,24
164,Firefox164__0.8724877908107356,0.7184986984992938,Firefox,US,2023-04-09 11:36:19,3,\N
754,Chrome754__0.4417215715437801,0.38739046356591955,Chrome,US,2023-04-09 11:48:29,5,\N
1115,Chrome1115__0.671222110736932,0.8086952627996562,Chrome,US,2023-04-09 12:09:09,2,18
974,Chrome974__0.4865647490246856,0.3021406447124413,Chrome,US,2023-04-09 12:17:08,1,4
205,Chrome205__0.8537440516384209,0.7093884289423911,Chrome,US,2023-04-09 12:39:20,4,12
412,Chrome412__0.5528774422142044,0.6155367952503321,Chrome,US,2023-04-09 13:06:18,2,16
711,Chrome711__0.3611425902255798,0.41298350849532506,Chrome,US,2023-04-09 13:11:24,1,2
834,Safari834__0.39967784643778104,0.6767289812647015,Safari,US,2023-04-09 13:13:37,3,27
1286,Safari1286__0.9072747624856778,0.6713688313803756,Safari,UK,2023-04-09 13:26:29,4,20
395,Chrome395__0.9840804346235486,0.9870070410343008,Chrome,US,2023-04-09 14:35:29,9,78
135,Chrome135__0.0403103026595395,0.21985394744640874,Chrome,US,2023-04-09 14:41:06,4,28
905,Chrome905__0.42810934979071313,0.8529327560588829,Chrome,US,2023-04-09 15:38:49,4,12
49,Opera49__0.948884344903526,0.35437114841875483,Opera,AU,2023-04-09 16:01:26,1,\N
1054,Firefox1054__0.8141609660477116,0.7045202554996945,Firefox,US,2023-04-09 16:02:31,4,12
348,Chrome348__0.9356272535363694,0.8753733045923928,Chrome,CA,2023-04-09 16:04:40,4,40
996,Chrome996__0.32342345529646166,0.9925982422211428,Chrome,UK,2023-04-09 16:13:03,3,18
795,Samsung Internet795__0.3127497966148065,0.5036725044096615,Samsung Internet,US,2023-04-09 16:14:56,1,3
241,Chrome241__0.7553308688448621,0.4270982900202527,Chrome,US,2023-04-09 16:22:05,1,4
1096,Chrome1096__0.4678714385598941,0.17697188440259648,Chrome,UK,2023-04-09 16:27:57,6,30
1012,Chrome1012__0.6409107979716353,0.8374092749585804,Chrome,US,2023-04-09 16:37:27,6,12
892,Chrome892__0.8652018935685359,0.4686142357723029,Chrome,US,2023-04-09 16:42:34,2,14
441,Chrome441__0.8144990206807439,0.6956403516958629,Chrome,US,2023-04-09 17:28:05,3,21
261,Chrome261__0.23957262456037354,0.4997135689028469,Chrome,US,2023-04-09 18:08:45,17,110
1123,Chrome1123__0.5078107434555188,0.2075218217946777,Chrome,US,2023-04-09 18:11:03,12,42
508,Chrome508__0.33282802502284836,0.12393071549449797,Chrome,CA,2023-04-09 18:38:58,3,9
1136,Chrome1136__0.215632362097939,0.8209600801284509,Chrome,UK,2023-04-10 07:04:27,2,16
210,Chrome210__0.32614066157012034,0.5566101686137399,Chrome,US,2023-04-10 07:10:04,3,21
991,Chrome991__0.7509955865873439,0.9806329976886445,Chrome,US,2023-04-10 07:11:34,10,60
720,Safari720__0.16613372355530887,0.2593017218018574,Safari,US,2023-04-10 07:28:31,8,36
290,Safari290__0.6563688028299812,0.03284419437763719,Safari,US,2023-04-10 07:44:15,8,40
1197,Safari1197__0.634986792347314,0.7509515430606326,Safari,UK,2023-04-10 08:03:06,4,36
1251,Edge1251__0.45429297746129516,0.853482741060597,Edge,US,2023-04-10 08:07:50,1,5
1346,Edge1346__0.43741375838959895,0.7698654501950264,Edge,UK,2023-04-10 08:19:21,5,19
989,Firefox989__0.25161335781773,0.0908923348190045,Firefox,AU,2023-04-10 08:42:01,7,21
859,Chrome859__0.5717818335230345,0.33947660415190595,Chrome,AU,2023-04-10 08:46:23,10,78
757,Chrome757__0.9989681771711496,0.7443203890522723,Chrome,UK,2023-04-10 09:21:20,7,26
628,Chrome628__0.7242175277736627,0.27290279684416885,Chrome,CA,2023-04-10 09:37:14,2,18
201,Chrome201__0.12661736647340405,0.321320854292529,Chrome,US,2023-04-10 09:40:59,2,8
142,Chrome142__0.721696966492499,0.6207185064921459,Chrome,US,2023-04-10 09:44:40,6,54
650,Chrome650__0.9289253401039046,0.016769245479052453,Chrome,US,2023-04-10 10:08:32,5,7
45,Chrome45__0.8491892451481688,0.24149177863968574,Chrome,US,2023-04-10 10:50:13,5,25
526,Chrome526__0.2665805659446816,0.24854796021879588,Chrome,UK,2023-04-10 11:14:42,4,36
810,Chrome810__0.5540215529429242,0.8419612321507568,Chrome,US,2023-04-10 11:16:37,4,24
1120,Chrome1120__0.05217610957903185,0.9163518679810636,Chrome,US,2023-04-10 11:21:44,2,18
371,Chrome371__0.671033880696045,0.36513131812024935,Chrome,US,2023-04-10 11:23:06,7,39
1123,Chrome1123__0.5078107434555188,0.31107557621370074,Chrome,US,2023-04-10 11:25:13,5,\N
1459,Chrome1459__0.13539857460325866,0.5646447523025016,Chrome,AU,2023-04-10 11:36:05,1,7
946,Chrome946__0.17179401724174626,0.3447609773971827,Chrome,UK,2023-04-10 11:49:33,11,52
1130,Chrome1130__0.6078593011220237,0.2351158963853246,Chrome,US,2023-04-10 12:03:07,1,3
1075,Chrome1075__0.3809376735825256,0.38202313285800726,Chrome,US,2023-04-10 12:05:55,4,36
419,Chrome419__0.9768241821854236,0.18946435854275356,Chrome,AU,2023-04-10 12:08:40,4,\N
1150,Chrome1150__0.43937230547000294,0.49094561917291335,Chrome,US,2023-04-10 12:11:11,7,33
448,Chrome448__0.8068780153163166,0.538474867534203,Chrome,CA,2023-04-10 12:29:09,9,18
897,Chrome897__0.8556981524264382,0.18955172121020936,Chrome,UK,2023-04-10 12:34:46,2,18
501,Safari501__0.061849390483269095,0.5841747735949714,Safari,US,2023-04-10 13:23:13,5,5
211,Chrome211__0.08080642028084051,0.9272963014693454,Chrome,US,2023-04-10 13:43:20,4,36
1279,Safari1279__0.9382889609289502,0.05561356611019952,Safari,AU,2023-04-10 14:32:35,5,5
1007,Chrome1007__0.038382808076588004,0.884533977433825,Chrome,UK,2023-04-10 15:09:21,4,32
482,Chrome482__0.9596724157308307,0.0164378114115058,Chrome,US,2023-04-10 15:41:59,5,40
261,Chrome261__0.23957262456037354,0.5324642893165119,Chrome,US,2023-04-10 15:49:34,4,16
1476,Samsung Internet1476__0.3580759403245344,0.8561378897440612,Samsung Internet,UK,2023-04-10 16:02:19,6,54
625,Chrome625__0.4125556498892591,0.577002035710783,Chrome,US,2023-04-10 16:12:51,3,\N
66,Chrome66__0.7802124980909311,0.055059304985794144,Chrome,UK,2023-04-10 16:14:19,3,15
1206,Chrome1206__0.9918817950482586,0.8338568322899362,Chrome,UK,2023-04-10 16:36:31,5,25
752,Chrome752__0.21146236544772123,0.171510203827677,Chrome,US,2023-04-10 16:37:22,9,63
1018,Chrome1018__0.11294848922904488,0.05937659681301266,Chrome,CA,2023-04-10 16:44:23,7,\N
580,Chrome580__0.8768705559365833,0.9730029537894396,Chrome,US,2023-04-10 18:49:39,4,12
301,Chrome301__0.2171428832037925,0.4352211416072551,Chrome,US,2023-04-10 18:50:20,7,70
1524,Safari1524__0.1442496196084746,0.79814023485113,Safari,US,2023-04-11 07:49:53,10,54
745,Chrome745__0.3321028932315242,0.781847512304457,Chrome,US,2023-04-11 08:08:27,9,60
1170,Edge1170__0.0017873437826927407,0.34436054083037915,Edge,US,2023-04-11 08:08:52,4,12
851,Chrome851__0.5714038388965801,0.7796037291292226,Chrome,US,2023-04-11 09:30:24,13,\N
1504,Samsung Internet1504__0.8921851910244651,0.67181773044052,Samsung Internet,US,2023-04-11 09:39:37,3,9
817,Chrome817__0.7209268589579165,0.24255912635435584,Chrome,UK,2023-04-11 10:11:44,7,56
746,Firefox746__0.038280897567776195,0.9810608668069056,Firefox,UK,2023-04-11 11:07:23,6,\N
1371,Samsung Internet1371__0.656157781112662,0.5185640158500764,Samsung Internet,US,2023-04-11 11:10:11,4,24
1626,Chrome1626__0.4637383225767562,0.23125279115288344,Chrome,UK,2023-04-11 11:22:19,3,21
165,Safari165__0.46941302388066863,0.702147676788857,Safari,US,2023-04-11 11:30:15,3,12
711,Chrome711__0.3611425902255798,0.8443199856825969,Chrome,US,2023-04-11 11:43:25,6,\N
1315,Chrome1315__0.7040269645093704,0.36388375356149405,Chrome,US,2023-04-11 11:49:03,5,\N
208,Safari208__0.7698343064835564,0.3993101940493702,Safari,CA,2023-04-11 12:01:34,3,3
422,Chrome422__0.7115398005187985,0.012105295367143443,Chrome,US,2023-04-11 12:01:35,9,70
1225,Safari1225__0.09192646366863144,0.40795139972078376,Safari,US,2023-04-11 12:38:22,4,20
170,Chrome170__0.7433974937138064,0.31878390261386547,Chrome,US,2023-04-11 12:47:41,6,54
1538,Firefox1538__0.24612582301037467,0.2796512439046359,Firefox,CA,2023-04-11 13:01:40,4,40
767,Chrome767__0.9702496538631797,0.8550997871906252,Chrome,UK,2023-04-11 13:03:20,4,\N
1301,Chrome1301__0.07163627193919964,0.4860040960534744,Chrome,US,2023-04-11 13:50:19,1,8
1360,Chrome1360__0.5010419637722396,0.382380609883499,Chrome,US,2023-04-11 14:15:14,5,15
1374,Chrome1374__0.0325132694773258,0.1705686833503841,Chrome,US,2023-04-11 14:20:05,5,\N
119,Chrome119__0.2921671006217439,0.33016323277306836,Chrome,AU,2023-04-11 14:31:34,2,12
680,Safari680__0.41542993585807797,0.04617481714687832,Safari,US,2023-04-11 14:33:05,5,25
1127,Chrome1127__0.9971767585650819,0.005200018463237033,Chrome,UK,2023-04-11 14:34:32,6,21
1466,Chrome1466__0.7106818595859055,0.4254622785829376,Chrome,UK,2023-04-11 14:36:43,9,78
1362,Safari1362__0.5237643411363135,0.15224107104069495,Safari,US,2023-04-11 15:16:19,3,\N
450,Chrome450__0.2529219594525174,0.20679280635290387,Chrome,US,2023-04-11 15:18:27,4,\N
797,Chrome797__0.5499716926133282,0.3794983831986456,Chrome,UK,2023-04-11 16:08:53,5,14
565,Safari565__0.468032942374333,0.110287605734678,Safari,US,2023-04-11 16:33:25,11,72
469,Chrome469__0.42100576211330054,0.16863083967451487,Chrome,AU,2023-04-11 16:34:17,1,\N
1580,Edge1580__0.7836867711074758,0.8249202443353534,Edge,US,2023-04-11 16:36:19,5,33
425,Samsung Internet425__0.22395951354202848,0.03393701332763688,Samsung Internet,US,2023-04-11 16:37:58,4,40
659,Opera659__0.07760282324506895,0.40250848635014314,Opera,AU,2023-04-11 17:23:43,6,12
1065,Safari1065__0.07085513444381575,0.3728609903943416,Safari,US,2023-04-12 07:14:42,5,45
1568,Edge1568__0.28866768374094054,0.16122587634660634,Edge,CA,2023-04-12 07:19:28,5,30
352,Chrome352__0.8811807829162615,0.8747616915695253,Chrome,US,2023-04-12 07:25:49,4,32
996,Chrome996__0.32342345529646166,0.36577315958249845,Chrome,UK,2023-04-12 07:34:24,6,60
643,Chrome643__0.5527701323496159,0.7348599284740962,Chrome,US,2023-04-12 07:50:41,3,3
355,Edge355__0.25898519595181946,0.943726308226972,Edge,US,2023-04-12 08:06:07,6,51
1095,Chrome1095__0.26759313964006726,0.2572768125835718,Chrome,US,2023-04-12 08:22:34,3,21
1208,Edge1208__0.44954607194561147,0.17480214736891253,Edge,CA,2023-04-12 08:25:13,2,18
881,Safari881__0.6506331743277993,0.44834578561497485,Safari,US,2023-04-12 08:37:13,3,24
1197,Chrome1197__0.634986792347314,0.725981279310846,Chrome,UK,2023-04-12 08:46:19,3,9
1227,Safari1227__0.18428255348466105,0.11157790078294272,Safari,UK,2023-04-12 08:49:34,2,12
1640,Chrome1640__0.7007577258600517,0.5086072136319235,Chrome,US,2023-04-12 09:13:19,2,16
1144,Chrome1144__0.8206089977524222,0.8473845723951037,Chrome,US,2023-04-12 10:17:15,9,\N
1636,Chrome1636__0.42675781807011615,0.01473188586951979,Chrome,UK,2023-04-12 10:19:34,5,35
483,Chrome483__0.683482390934409,0.7432070456488369,Chrome,US,2023-04-12 11:26:21,3,6
249,Safari249__0.5172188789600753,0.3513599936798115,Safari,AU,2023-04-12 11:43:00,4,32
34,Chrome34__0.7061198897715202,0.9776871548542172,Chrome,US,2023-04-12 12:09:26,8,78
308,Safari308__0.062361613656122694,0.2971407512997468,Safari,CA,2023-04-12 12:40:59,2,2
261,Chrome261__0.23957262456037354,0.24528949103565645,Chrome,US,2023-04-12 13:05:49,1,2
411,Chrome411__0.8878417541864567,0.34403912628339883,Chrome,US,2023-04-12 13:14:35,6,60
189,Chrome189__0.5856663040297998,0.5260655664493405,Chrome,AU,2023-04-12 13:14:46,11,47
402,Chrome402__0.6886779227220323,0.4730875255079543,Chrome,US,2023-04-12 13:31:37,4,8
1574,Chrome1574__0.19668442277448572,0.2545163568409132,Chrome,US,2023-04-12 13:38:40,5,24
863,Chrome863__0.8931092170777604,0.03641633351044882,Chrome,US,2023-04-12 13:39:25,2,2
540,Edge540__0.0010824744353499227,0.5992637572415971,Edge,US,2023-04-12 13:39:26,6,30
983,Chrome983__0.5225982985698074,0.8815896813105399,Chrome,US,2023-04-12 13:40:21,7,21
250,Chrome250__0.49750015244720713,0.4951860669919592,Chrome,US,2023-04-12 13:48:30,1,8
1774,Chrome1774__0.35681881441704144,0.5249736834250429,Chrome,US,2023-04-12 14:34:03,6,36
395,Safari395__0.9840804346235486,0.6134289380040563,Safari,US,2023-04-12 14:40:36,3,14
157,Safari157__0.38680170866963803,0.804649231601626,Safari,UK,2023-04-12 14:49:52,6,48
658,Chrome658__0.9801837656179337,0.5451031830932196,Chrome,CA,2023-04-12 14:50:11,2,16
518,Chrome518__0.4479489497631446,0.5662743845329061,Chrome,CA,2023-04-12 15:02:10,14,42
1383,Chrome1383__0.976184616144727,0.9596543223839413,Chrome,US,2023-04-12 15:10:19,6,36
728,Chrome728__0.07882706707840637,0.7080585515298263,Chrome,CA,2023-04-12 15:13:45,7,57
1256,Edge1256__0.22551108596823033,0.25201103668904357,Edge,UK,2023-04-12 15:21:25,2,4
808,Chrome808__0.5932472915116482,0.7965303309434819,Chrome,CA,2023-04-12 15:25:53,6,24
1410,Safari1410__0.13402620417666178,0.6459215875584559,Safari,US,2023-04-12 15:30:37,4,32
1209,Chrome1209__0.663515491571969,0.10626592181234451,Chrome,AU,2023-04-12 15:35:19,1,7
1493,Safari1493__0.1387299188267852,0.5902335281003417,Safari,US,2023-04-12 15:49:26,3,\N
141,Safari141__0.6761216351900348,0.15425559039199643,Safari,US,2023-04-12 16:10:34,4,24
1650,Chrome1650__0.6220887703813274,0.6397856252894918,Chrome,US,2023-04-12 17:48:34,7,56
636,Chrome636__0.02334631326458947,0.6612409792887937,Chrome,UK,2023-04-12 18:18:19,6,39
1356,Chrome1356__0.6919011188663347,0.8434700615617565,Chrome,UK,2023-04-12 18:22:34,3,30
1000,Samsung Internet1000__0.35815490204800327,0.6570714683575161,Samsung Internet,US,2023-04-12 18:23:26,3,3
