userId,anonymousId,sessionId,browser,country,sessionStart,pages,duration
164,Safari164__0.8724877908107356,0.7076400037207768,Safari,US,2023-04-04 12:28:00,2,20
406,Safari406__0.6334875180236936,0.2687177838525321,Safari,UK,2023-04-04 12:41:00,7,93
160,Chrome160__0.6540989244397089,0.22420567168778938,Chrome,US,2023-04-04 12:42:00,4,86
298,Chrome298__0.7724442810203309,0.0010131289428203516,Chrome,CA,2023-04-04 12:48:00,5,71
229,Safari229__0.8552929638727409,0.9777189215760165,Safari,AU,2023-04-04 13:25:00,7,95
69,Safari69__0.36911094411153367,0.43905609442262716,Safari,AU,2023-04-04 13:42:00,5,41
155,Chrome155__0.16086960678636975,0.9647155039607167,Chrome,US,2023-04-04 13:45:00,1,37
143,Chrome143__0.6583969429291869,0.21884089222342462,Chrome,US,2023-04-04 14:04:00,7,99
356,Chrome356__0.12742982623142418,0.6816943213986151,Chrome,UK,2023-04-04 14:18:00,8,92
500,Safari500__0.8164871348347604,0.36839357390913374,Safari,US,2023-04-04 14:39:00,8,82
225,Chrome225__0.6852873710116036,0.35311834925357855,Chrome,US,2023-04-04 15:12:00,1,11
104,Chrome104__0.5800046987234115,0.890411960457381,Chrome,US,2023-04-04 15:23:00,3,56
20,Chrome20__0.5531044588868104,0.2805026118028695,Chrome,US,2023-04-04 15:28:00,1,42
126,Chrome126__0.6078778666384999,0.7280136449816235,Chrome,UK,2023-04-04 15:31:00,1,53
291,Chrome291__0.3024074612730061,0.0481126357558177,Chrome,US,2023-04-04 15:32:00,2,42
476,Chrome476__0.38962276277529195,0.24328251934644274,Chrome,UK,2023-04-04 15:33:00,2,42
459,Chrome459__0.8074163088793913,0.5371396577425445,Chrome,AU,2023-04-04 15:43:00,2,58
196,Chrome196__0.8933117396816221,0.877552977419163,Chrome,UK,2023-04-04 16:02:00,5,79
299,Safari299__0.6561040126275146,0.5559699819287394,Safari,AU,2023-04-04 16:20:00,1,38
486,Chrome486__0.4879774270498187,0.10850019714732606,Chrome,UK,2023-04-04 17:00:00,6,104
376,Chrome376__0.4123078087264216,0.150390523696309,Chrome,UK,2023-04-04 17:10:00,2,55
351,Chrome351__0.12427621011637147,0.40549591674763086,Chrome,US,2023-04-04 17:13:00,2,10
29,Chrome29__0.24805278664344832,0.8913938551076297,Chrome,AU,2023-04-04 17:18:00,4,83
89,Chrome89__0.08303067936222797,0.195594756753811,Chrome,AU,2023-04-04 17:27:00,5,120
59,Chrome59__0.583416337199266,0.3909821339515609,Chrome,AU,2023-04-04 17:33:00,5,74
133,Chrome133__0.9192080812858276,0.335043528476771,Chrome,US,2023-04-04 17:34:00,3,55
113,Chrome113__0.6110138950848591,0.6110305726725878,Chrome,US,2023-04-04 18:01:00,7,85
78,Edge78__0.32819400397934584,0.3548938000038342,Edge,CA,2023-04-04 18:12:00,1,36
32,Chrome32__0.10464082576118994,0.12452404576735443,Chrome,US,2023-04-04 18:15:00,6,70
499,Safari499__0.450252788414341,0.9961489615381431,Safari,AU,2023-04-04 18:18:00,6,94
409,Safari409__0.016595980571325386,0.12563088816229273,Safari,AU,2023-04-04 18:33:00,4,52
48,Chrome48__0.7547238937310505,0.6152595914137007,Chrome,CA,2023-04-05 07:00:00,5,76
94,Edge94__0.22936796420820404,0.21157165229639174,Edge,US,2023-04-05 07:06:00,7,115
35,Chrome35__0.03624012330100723,0.5017631852766491,Chrome,US,2023-04-05 07:15:00,3,46
449,Chrome449__0.2500008404169689,0.989533132820781,Chrome,AU,2023-04-05 07:20:00,2,31
342,Chrome342__0.054501944445713546,0.8570200007584152,Chrome,US,2023-04-05 07:25:00,1,46
139,Safari139__0.6419694449837692,0.3461496227059875,Safari,AU,2023-04-05 07:46:00,1,24
611,Chrome611__0.2844257593811206,0.4076731421955828,Chrome,US,2023-04-05 07:46:00,6,127
254,Samsung Internet254__0.34710576287202777,0.6264368788759682,Samsung Internet,US,2023-04-05 08:12:00,7,89
310,Chrome310__0.17858887093218057,0.04049374438822495,Chrome,US,2023-04-05 08:24:00,7,144
567,Opera567__0.5494835595009386,0.4550025523414727,Opera,UK,2023-04-05 08:25:00,1,11
379,Chrome379__0.10569129515016185,0.28768511819936937,Chrome,AU,2023-04-05 08:26:00,6,98
37,Chrome37__0.17522444597388787,0.24123889596609027,Chrome,UK,2023-04-05 08:29:00,4,57
620,Chrome620__0.9813910022897394,0.7868231806527233,Chrome,US,2023-04-05 08:29:00,1,33
478,Chrome478__0.2754423494715412,0.5705927724943591,Chrome,CA,2023-04-05 08:43:00,4,58
350,Chrome350__0.2952571861598825,0.6655436314459284,Chrome,US,2023-04-05 09:03:00,2,56
187,Chrome187__0.8909783377214189,0.2739229759678423,Chrome,UK,2023-04-05 09:13:00,3,58
654,Chrome654__0.2933659613858246,0.7857559859785175,Chrome,US,2023-04-05 09:24:00,6,67
111,Chrome111__0.7691553502773569,0.5291040056822016,Chrome,US,2023-04-05 09:33:00,5,110
79,Chrome79__0.6867933095866674,0.6884933830764135,Chrome,AU,2023-04-05 09:46:00,5,44
208,Chrome208__0.7698343064835564,0.39392600757795426,Chrome,CA,2023-04-05 09:48:00,6,61
52,Chrome52__0.8929876609876009,0.5648612907029225,Chrome,US,2023-04-05 10:04:00,1,34
89,Safari89__0.9123780620104927,0.0712269871580189,Safari,AU,2023-04-05 10:26:00,1,32
562,Chrome562__0.4365946226205497,0.49513254989656286,Chrome,US,2023-04-05 10:26:00,8,111
640,Chrome640__0.4505385207486423,0.9689371951461205,Chrome,US,2023-04-05 10:26:00,1,56
427,Chrome427__0.5228339760218426,0.7535486662591275,Chrome,UK,2023-04-05 10:36:00,1,38
377,Chrome377__0.8897272470957076,0.0571630623824686,Chrome,UK,2023-04-05 10:46:00,2,18
621,Chrome621__0.9434844288172259,0.0895716454028499,Chrome,US,2023-04-05 11:10:00,1,35
300,Chrome300__0.6511509505471949,0.39985265994757024,Chrome,US,2023-04-05 11:20:00,6,86
224,Chrome224__0.44844255826247315,0.08512192669265084,Chrome,US,2023-04-05 11:23:00,6,75
125,Chrome125__0.30122824327795894,0.5547070551395712,Chrome,US,2023-04-05 11:33:00,2,41
461,Chrome461__0.20301662767648,0.3667276547543512,Chrome,US,2023-04-05 11:38:00,5,70
519,Safari519__0.004446590897245972,0.7843323186804687,Safari,AU,2023-04-05 12:06:00,7,69
246,Samsung Internet246__0.5360762147029037,0.22159731205151023,Samsung Internet,UK,2023-04-05 12:09:00,4,56
397,Chrome397__0.7096513471635968,0.9996204337296619,Chrome,UK,2023-04-05 12:15:00,1,10
172,Chrome172__0.8695370269861613,0.45458676304342127,Chrome,US,2023-04-05 12:16:00,4,60
200,Safari200__0.08072396863489772,0.2068232159102894,Safari,US,2023-04-05 12:20:00,1,21
577,Chrome577__0.0488786005598727,0.8627929984779281,Chrome,UK,2023-04-05 12:44:00,1,28
398,Chrome398__0.8052742643205208,0.21013182754827198,Chrome,CA,2023-04-05 13:06:00,1,32
278,Chrome278__0.8009553295938905,0.9143079740510713,Chrome,CA,2023-04-05 13:14:00,1,33
429,Edge429__0.5879056777181764,0.6229640295435965,Edge,AU,2023-04-05 13:22:00,5,124
635,Safari635__0.9582389016505393,0.30863534661711034,Safari,US,2023-04-05 13:24:00,4,77
359,Chrome359__0.3013065042193448,0.5750407766498513,Chrome,AU,2023-04-05 13:34:00,5,53
363,Chrome363__0.03418934066038326,0.8860419349532425,Chrome,US,2023-04-05 13:38:00,7,85
574,Samsung Internet574__0.24250754846053324,0.2892765375174329,Samsung Internet,US,2023-04-05 13:38:00,1,37
464,Chrome464__0.4838967042985107,0.3254609218622424,Chrome,US,2023-04-05 13:39:00,6,96
240,Chrome240__0.785043387397826,0.16773721029670563,Chrome,US,2023-04-05 13:48:00,1,30
179,Chrome179__0.8059573517775358,0.20860005167874984,Chrome,AU,2023-04-05 14:08:00,1,32
540,Safari540__0.0010824744353499227,0.7731645368340956,Safari,US,2023-04-05 14:08:00,6,88
195,Chrome195__0.1638774113390684,0.113794661837604,Chrome,US,2023-04-05 14:35:00,7,104
500,Chrome500__0.8164871348347604,0.9330056414049517,Chrome,US,2023-04-05 15:03:00,6,95
430,Edge430__0.046012331222653025,0.4013978627739154,Edge,US,2023-04-05 15:42:00,7,124
260,Chrome260__0.8577879106586748,0.30369664526743656,Chrome,US,2023-04-05 16:06:00,6,93
97,Chrome97__0.6061631930743443,0.013181629730866673,Chrome,UK,2023-04-05 16:07:00,6,112
127,Chrome127__0.16649179803515257,0.33098398755034397,Chrome,UK,2023-04-05 16:31:00,4,87
272,Safari272__0.7726686265694362,0.7329217756230204,Safari,US,2023-04-05 17:00:00,7,79
149,Safari149__0.9250177190945887,0.8440134697352188,Safari,AU,2023-04-05 17:14:00,1,49
652,Chrome652__0.5983319139415411,0.7067132602441999,Chrome,US,2023-04-05 17:21:00,1,9
658,Chrome658__0.9801837656179337,0.5706876112935755,Chrome,CA,2023-04-05 17:22:00,4,39
54,Chrome54__0.5075934674264988,0.054498922884632206,Chrome,US,2023-04-05 17:24:00,2,35
525,Safari525__0.23495571529069226,0.3411682699487937,Safari,US,2023-04-05 17:24:00,3,50
582,Safari582__0.7556818293511094,0.65426132967917,Safari,US,2023-04-05 17:34:00,1,28
605,Chrome605__0.9595793160194992,0.8790582049501281,Chrome,US,2023-04-05 18:02:00,1,44
414,Chrome414__0.7068845906456813,0.45064847023366505,Chrome,US,2023-04-05 18:12:00,7,91
639,Firefox639__0.5621383184463384,0.9379003435885223,Firefox,AU,2023-04-05 18:16:00,6,126
108,Chrome108__0.6138295490586119,0.7314135536140478,Chrome,CA,2023-04-05 18:18:00,7,88
173,Chrome173__0.41569017948406284,0.9769965096238777,Chrome,US,2023-04-05 18:23:00,5,64
40,Samsung Internet40__0.4805501417326745,0.6088005219668273,Samsung Internet,US,2023-04-05 18:25:00,7,118
391,Chrome391__0.7619463750307625,0.46400125338075116,Chrome,US,2023-04-05 18:29:00,1,40
322,Chrome322__0.7755792710083966,0.7490833395069085,Chrome,US,2023-04-05 18:39:00,1,43
11,Chrome11__0.2771435013832553,0.1835813951755485,Chrome,US,2023-04-06 07:01:00,7,135
728,Chrome728__0.07882706707840637,0.16521754005820632,Chrome,CA,2023-04-06 07:06:00,1,42
726,Chrome726__0.93854369026385,0.20067421274282093,Chrome,UK,2023-04-06 07:09:00,1,37
569,Chrome569__0.362608732121126,0.9093276323850372,Chrome,AU,2023-04-06 07:14:00,3,73
592,Chrome592__0.10979521602175657,0.6921122395921182,Chrome,US,2023-04-06 07:21:00,5,79
385,Chrome385__0.21901917068616505,0.4801724694708296,Chrome,US,2023-04-06 07:28:00,5,35
775,Chrome775__0.5436042925067519,0.47050110115414334,Chrome,US,2023-04-06 07:30:00,1,25
135,Chrome135__0.0403103026595395,0.614468527093734,Chrome,US,2023-04-06 07:31:00,7,69
291,Safari291__0.3024074612730061,0.6782245285718855,Safari,US,2023-04-06 07:31:00,2,38
440,Chrome440__0.46199484007816927,0.40273578666285803,Chrome,US,2023-04-06 07:33:00,1,14
41,Chrome41__0.6950408595924655,0.37093923440495113,Chrome,US,2023-04-06 07:38:00,1,23
537,Edge537__0.17089274723562808,0.5041907230682992,Edge,UK,2023-04-06 08:10:00,2,43
591,Safari591__0.7303548927382029,0.24551307449343707,Safari,US,2023-04-06 08:18:00,7,97
273,Chrome273__0.7966213741831079,0.8762102585194089,Chrome,US,2023-04-06 08:25:00,7,92
778,Chrome778__0.274474331259821,0.39264380305948765,Chrome,CA,2023-04-06 08:27:00,6,89
486,Chrome486__0.8487609460587007,0.1885268237655795,Chrome,UK,2023-04-06 08:33:00,2,27
426,Chrome426__0.487125603062176,0.16859298182179816,Chrome,UK,2023-04-06 08:39:00,5,78
191,Chrome191__0.003998598001417442,0.6462806038642825,Chrome,US,2023-04-06 09:06:00,6,102
221,Chrome221__0.6884145249890365,0.2724231773588237,Chrome,US,2023-04-06 09:07:00,1,37
61,Safari61__0.5771095797931649,0.3768183900577917,Safari,US,2023-04-06 09:19:00,3,60
826,Chrome826__0.4056496840388868,0.6018692762191877,Chrome,UK,2023-04-06 09:30:00,6,110
730,Safari730__0.24051278527348696,0.49807559322716055,Safari,US,2023-04-06 09:32:00,1,20
83,Chrome83__0.8828951336314566,0.42463019202928387,Chrome,US,2023-04-06 09:37:00,4,65
770,Chrome770__0.6380464161393256,0.27992698346389755,Chrome,US,2023-04-06 09:43:00,1,43
256,Opera256__0.805039677462472,0.6486781071380967,Opera,UK,2023-04-06 10:00:00,8,112
759,Chrome759__0.2666934033196806,0.2934650002737855,Chrome,AU,2023-04-06 10:28:00,4,53
616,Chrome616__0.3527564799224261,0.7231207557629722,Chrome,UK,2023-04-06 10:34:00,1,32
335,Chrome335__0.5724914492291557,0.4644842031408154,Chrome,US,2023-04-06 10:37:00,7,106
417,Chrome417__0.5856518516834188,0.4774741961598965,Chrome,UK,2023-04-06 10:40:00,8,112
247,Safari247__0.8260373122521301,0.7647778540068639,Safari,UK,2023-04-06 10:43:00,5,78
227,Safari227__0.0231680815673041,0.48345222705231317,Safari,UK,2023-04-06 10:48:00,4,53
556,Chrome556__0.3290848834136362,0.6876016145391046,Chrome,UK,2023-04-06 10:49:00,5,84
118,Chrome118__0.4976414120474677,0.08014920387939672,Chrome,CA,2023-04-06 11:07:00,1,39
678,Chrome678__0.7169985023433347,0.03321913531188936,Chrome,CA,2023-04-06 11:21:00,7,95
47,Edge47__0.5022670995030842,0.647882848873433,Edge,UK,2023-04-06 11:24:00,6,89
249,Opera249__0.5172188789600753,0.04299623419629994,Opera,AU,2023-04-06 11:24:00,1,31
277,Chrome277__0.24868623715896332,0.4655348944538569,Chrome,UK,2023-04-06 11:29:00,2,59
689,Chrome689__0.04621119051813016,0.4661600382280944,Chrome,AU,2023-04-06 11:33:00,4,79
12,Safari12__0.8517682022716981,0.691312519890942,Safari,US,2023-04-06 11:34:00,6,123
401,Chrome401__0.5924717180618693,0.26915314400973145,Chrome,US,2023-04-06 11:42:00,5,62
822,Safari822__0.440243387429863,0.2450556198927507,Safari,US,2023-04-06 12:01:00,1,52
693,Chrome693__0.5363041166531608,0.4123375349101692,Chrome,US,2023-04-06 12:09:00,1,38
115,Chrome115__0.9241019737675131,0.1538664829682146,Chrome,US,2023-04-06 12:11:00,5,87
370,Chrome370__0.5469802556172816,0.48248045051923616,Chrome,US,2023-04-06 12:16:00,8,126
492,Edge492__0.4136848840735765,0.7019807353771883,Edge,US,2023-04-06 12:18:00,7,114
541,Chrome541__0.6122319782395682,0.5867552307757253,Chrome,US,2023-04-06 12:21:00,5,87
522,Firefox522__0.9396603524768694,0.02196400399467935,Firefox,US,2023-04-06 12:30:00,4,35
109,Safari109__0.0920482706354766,0.18960024960292254,Safari,AU,2023-04-06 12:35:00,7,73
394,Safari394__0.1821696716904242,0.7638941585841537,Safari,US,2023-04-06 12:35:00,8,112
257,Safari257__0.31432105190383686,0.7075723461952557,Safari,UK,2023-04-06 13:00:00,6,103
229,Edge229__0.8552929638727409,0.12124862002959125,Edge,AU,2023-04-06 13:06:00,4,96
2,Chrome2__0.12868798387890124,0.1022437002748584,Chrome,US,2023-04-06 13:21:00,5,102
673,Chrome673__0.8503102349152964,0.8369069642495701,Chrome,US,2023-04-06 13:40:00,2,36
177,Chrome177__0.6668599660179924,0.1383605774917409,Chrome,UK,2023-04-06 14:00:00,5,63
489,Safari489__0.0477459418568178,0.6840502156922432,Safari,AU,2023-04-06 14:02:00,1,17
381,Chrome381__0.2584701757049104,0.8440038842533213,Chrome,US,2023-04-06 14:09:00,2,48
493,Safari493__0.7959702370476753,0.8403344557235246,Safari,US,2023-04-06 14:16:00,6,109
418,Chrome418__0.23446743629193256,0.3975349930799872,Chrome,CA,2023-04-06 14:20:00,3,53
830,Chrome830__0.5721891817534366,0.21432671865269093,Chrome,US,2023-04-06 14:29:00,3,57
629,Chrome629__0.05835338550852809,0.1860754039752055,Chrome,AU,2023-04-06 14:32:00,4,63
190,Chrome190__0.38900634196601813,0.8985612200471147,Chrome,US,2023-04-06 14:33:00,4,62
555,Chrome555__0.09086525332273943,0.8350896715634737,Chrome,US,2023-04-06 14:36:00,5,37
100,Chrome100__0.7006209006634783,0.9429993081009291,Chrome,US,2023-04-06 14:48:00,6,105
688,Chrome688__0.0663902464100159,0.048752388866196705,Chrome,CA,2023-04-06 15:02:00,2,35
397,Chrome397__0.7096513471635968,0.39885535013845064,Chrome,UK,2023-04-06 15:08:00,4,60
624,Safari624__0.5458289619155994,0.2556836345771325,Safari,US,2023-04-06 15:11:00,7,144
768,Chrome768__0.5687878398004909,0.3304089678633535,Chrome,CA,2023-04-06 15:16:00,5,96
319,Safari319__0.12726555295698394,0.8606100490541913,Safari,AU,2023-04-06 15:17:00,2,32
334,Samsung Internet334__0.8728427476481426,0.738573561770306,Samsung Internet,US,2023-04-06 15:18:00,1,59
661,Chrome661__0.1434351958632294,0.3163583655923128,Chrome,US,2023-04-06 15:18:00,4,70
95,Chrome95__0.6149085109502832,0.6959551344744739,Chrome,US,2023-04-06 15:20:00,5,61
494,Safari494__0.701962524399379,0.4912857671090247,Safari,US,2023-04-06 16:03:00,8,99
329,Chrome329__0.6782006613567155,0.9083813255123077,Chrome,AU,2023-04-06 16:07:00,3,62
771,Firefox771__0.1048360607113783,0.3290556073561586,Firefox,US,2023-04-06 16:11:00,3,49
137,Chrome137__0.14759015366147832,0.26218599896929473,Chrome,UK,2023-04-06 16:13:00,1,33
735,Chrome735__0.2955492071760628,0.19880713049073284,Chrome,US,2023-04-06 16:19:00,3,52
15,Chrome15__0.620827929209069,0.3438664814166088,Chrome,US,2023-04-06 16:23:00,6,86
390,Samsung Internet390__0.34660381940781115,0.5205059006079795,Samsung Internet,US,2023-04-06 16:26:00,7,124
598,Chrome598__0.0033821497550741153,0.13781029522240362,Chrome,CA,2023-04-06 16:36:00,8,127
89,Safari89__0.9123780620104927,0.5164033841675857,Safari,AU,2023-04-06 16:39:00,6,117
220,Chrome220__0.1445852253540587,0.9331380286508562,Chrome,US,2023-04-06 16:39:00,5,97
727,Chrome727__0.7090981223101325,0.5305471869940392,Chrome,UK,2023-04-06 16:39:00,6,88
13,Safari13__0.7665851567179265,0.554556430267731,Safari,US,2023-04-06 16:43:00,8,138
108,Chrome108__0.6138295490586119,0.2616888075272674,Chrome,CA,2023-04-06 16:48:00,6,96
141,Chrome141__0.6761216351900348,0.3535340301493395,Chrome,US,2023-04-06 17:02:00,3,43
199,Chrome199__0.9790576705178085,0.6628097009932066,Chrome,AU,2023-04-06 17:21:00,7,152
56,Chrome56__0.08625804479141919,0.2973792119871417,Chrome,UK,2023-04-06 17:30:00,5,80
543,Chrome543__0.5018220509956359,0.10354413300553578,Chrome,US,2023-04-06 17:32:00,1,28
669,Chrome669__0.12870190709623275,0.5227567342605235,Chrome,AU,2023-04-06 17:33:00,1,39
448,Chrome448__0.8068780153163166,0.11394779165393643,Chrome,CA,2023-04-06 17:38:00,6,96
269,Safari269__0.4806556140482081,0.3719952683463075,Safari,AU,2023-04-06 17:43:00,1,46
465,Chrome465__0.0032731554180098765,0.89569510285365,Chrome,US,2023-04-06 17:48:00,5,60
350,Chrome350__0.2952571861598825,0.959028318682118,Chrome,US,2023-04-06 18:12:00,1,24
645,Chrome645__0.3217483743232601,0.29046206048079903,Chrome,US,2023-04-06 18:15:00,4,63
506,Safari506__0.6756480138202368,0.930830388172494,Safari,UK,2023-04-06 18:18:00,5,63
530,Chrome530__0.2998566845406594,0.8709859112308767,Chrome,US,2023-04-06 18:26:00,7,144
311,Chrome311__0.05845623418071866,0.7153711992960137,Chrome,US,2023-04-06 18:34:00,2,35
161,Safari161__0.5210127173101005,0.09461689759249214,Safari,US,2023-04-06 18:37:00,4,68
424,Chrome424__0.4926865638079072,0.6162925344847896,Chrome,US,2023-04-06 18:40:00,2,51
738,Chrome738__0.6194141217463067,0.6100538076743585,Chrome,CA,2023-04-06 18:41:00,2,48
922,Chrome922__0.4926038928646068,0.014714018893446035,Chrome,US,2023-04-07 07:03:00,5,124
971,Safari971__0.43292914416562267,0.6052133339536419,Safari,US,2023-04-07 07:08:00,7,76
50,Edge50__0.7960111304370068,0.6077710463241466,Edge,US,2023-04-07 07:22:00,8,146
143,Safari143__0.6583969429291869,0.812192727780721,Safari,US,2023-04-07 07:22:00,2,59
526,Chrome526__0.2665805659446816,0.3136284714730888,Chrome,UK,2023-04-07 07:25:00,7,98
159,Safari159__0.9699223552282483,0.7256083447359514,Safari,AU,2023-04-07 07:26:00,1,30
401,Chrome401__0.5924717180618693,0.302751471332837,Chrome,US,2023-04-07 07:27:00,6,61
855,Safari855__0.5195276900683159,0.9402302083301439,Safari,US,2023-04-07 07:27:00,1,26
554,Chrome554__0.7847311439379725,0.2530384670352177,Chrome,US,2023-04-07 07:32:00,7,131
918,Chrome918__0.20321088822009026,0.5081663443884461,Chrome,CA,2023-04-07 07:35:00,2,26
